"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-18","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","45",",,7","35",",,7","39",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-19","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","55",",,7","36",",,7","36",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-20","1.05",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","47",",,7","35",",,7","37",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-21","1.06",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","42",",,7","35",",,7","39",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-22","0.15",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","50",",,7","36",",,7","40",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-23","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","67",",,7","38",",,7","44",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-24","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","66",",,7","42",",,7","56",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-25","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","67",",,7","39",",,7","56",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-26","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","70",",,7","42",",,7","63",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-27","0.00","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730","73",",,7","50",",,7","54",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-28","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","70",",,7","47",",,7","50",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-29","0.14",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","70",",,7","47",",,7","53",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-30","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","73",",,7","50",",,7","55",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-05-31","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","76",",,7","50",",,7","56",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-01","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","50",",,7","57",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-02","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","84",",,7","57",",,7","76",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-03","0.11",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","85",",,7","49",",,7","51",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-04","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","46",",,7","50",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-05","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","72",",,7","47",",,7","56",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-06","0.41",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","72",",,7","52",",,7","53",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-07","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","68",",,7","52",",,7","59",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-08","0.21",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","76",",,7","50",",,7","53",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-09","0.06",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","60",",,7","48",",,7","50",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-10","0.01",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","56",",,7","49",",,7","50",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-11","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","50",",,7","55",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-12","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","55",",,7","56",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-13","0.13",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","65",",,7","50",",,7","51",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-14","0.05",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","58",",,7","49",",,7","49",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-15","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","65",",,7","48",",,7","52",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-16","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","66",",,7","51",",,7","58",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-17","0.85",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","76",",,7","58",",,7","59",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-18","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","80",",,7","57",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-19","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","80",",,7","56",",,7","70",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-20","0.28",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","84",",,7","60",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-21","0.17",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","81",",,7","62",",,7","66",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-22","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","88",",,7","66",",,7","79",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-23","0.05",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","92",",,7","58",",,7","60",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-24","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","73",",,7","49",",,7","57",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-25","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","57",",,7","61",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-26","0.47",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","61",",,7","55",",,7","55",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-27","0.06",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","63",",,7","55",",,7","59",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-28","0.77",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","71",",,7","58",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-29","0.01",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","85",",,7","62",",,7","65",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-06-30","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","60",",,7","63",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-01","0.00","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","59",",,7","64",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-02","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","59",",,7","64",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-03","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","87",",,7","63",",,7","64",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-04","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","88",",,7","64",",,7","80",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-05","0.47",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","91",",,7","67",",,7","70",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-06","0.30",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","80",",,7","55",",,7","64",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-07","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","78",",,7","58",",,7","61",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-08","0.21",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","76",",,7","60",",,7","61",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-09","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","57",",,7","60",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-10","0.00","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","60",",,7","70",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-11","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","60",",,7","60",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-12","0.64",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","83",",,7","56",",,7","58",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-13","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","73",",,7","58",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-14","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","86",",,7","58",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-15","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","85",",,7","62",",,7","73",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-16","0.09",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","80",",,7","56",",,7","57",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-17","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","66",",,7","48",",,7","53",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-18","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","70",",,7","53",",,7","57",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-19","0.02",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","72",",,7","57",",,7","60",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-20","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","54",",,7","64",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-21","0.15",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","72",",,7","59",",,7","60",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-22","0.77",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","60",",,7","66",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-23","0.83",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","76",",,7","65",",,7","71",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-24","0.20",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","72",",,7","59",",,7","59",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-25","0.01",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","79",",,7","59",",,7","61",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-26","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","82",",,7","61",",,7","71",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-27","0.23",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","86",",,7","67",",,7","73",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-28","0.00","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730","81",",,7","59",",,7","62",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-29","0.00","T,,7,0730","0.0",",,7,0730","0.0",",,7,0730","81",",,7","62",",,7","63",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-30","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","80",",,7","60",",,7","61",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-07-31","0.00",",,7,0730","0.0",",,7,0730","0.0",",,7,0730","75",",,7","52",",,7","53",",,7,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-01","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","52",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-02","0.00",",,H,0730",,,,,"77",",,H","52",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-03","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","58",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-04","0.10",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","66",",,H","62",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-05","0.25",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-06","1.09",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","61",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-07","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","77",",,H","63",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-08","0.35",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","85",",,H","63",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-09","0.04",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","63",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","60",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","72",",,H","56",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-12","0.57",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","58",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-13","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","53",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","56",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-15","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","65",",,H","69",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-16","0.08",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","84",",,H","65",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-17","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","59",",,H","63",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-18","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","67",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-19","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","62",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-20","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","81",",,H","57",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-21","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","57",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-22","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","83",",,H","61",",,H","66",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-23","0.02",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","55",",,H","55",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-24","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","64",",,H","52",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-25","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","66",",,H","42",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-26","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","68",",,H","43",",,H","55",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-27","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","52",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-28","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","55",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-29","0.00",",,H,0730",,,,,"81",",,H","56",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-30","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","77",",,H","57",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-08-31","0.00","T,,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","52",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-01","0.00",",,H,0730",,,,,"77",",,H","53",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-02","0.25",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","59",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-03","0.26",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","48",",,H","48",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-04","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","58",",,H","39",",,H","40",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-05","0.15",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","52",",,H","40",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-06","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","56",",,H","41",",,H","43",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-07","0.04",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","58",",,H","36",",,H","37",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-08","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","61",",,H","37",",,H","47",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-09","0.01",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","73",",,H","46",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-10","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","50",",,H","50",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-11","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","50",",,H","50",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-12","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","71",",,H","50",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-14","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","76",",,H","59",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-15","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","84",",,H","64",",,H","68",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-16","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","61",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-17","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H","61",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-18","0.13",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","74",",,H","56",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-19","0.09",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","69",",,H","57",",,H","57",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-20","0.36",",,H,0730",,,,,"64",",,H","57",",,H","60",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-21","0.52",",,H,0730",,,,,"68",",,H","59",",,H","61",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-22","0.03",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","70",",,H","50",",,H","52",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-23","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","50",",,H","51",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-24","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","51",",,H","58",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-25","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","51",",,H","56",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-26","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","46",",,H","46",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-27","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","75",",,H","46",",,H","54",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-28","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","71",",,H","44",",,H","51",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-29","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","78",",,H","51",",,H","53",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-09-30","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","88",",,H","52",",,H","64",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-01","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","59",",,H","59",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-02","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","79",",,H","59",",,H","62",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-03","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","80",",,H","53",",,H","54",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-04","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","85",",,H","53",",,H","65",",,H,0730"
"USC00215902","NEW YORK MILLS, MN US","46.52017","-95.33735","431.3","2025-10-05","0.00",",,H,0730","0.0",",,H,0730","0.0",",,H,0730","82",",,H",,,"69",",,H,0730"
